"patent"	"inventors_country_frac"	"assignees_country_frac"	"inventors_country_mode"	"assignees_country_mode"	"name"	"date"	"year"	"forward_citations"	"generality_hhi"	"patent_cpcs"	"country"	"VoC"
"5146143"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Furutsu"	"1992-09-01"	"1992"	"15.0"	"0.41"	"H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N|H02N"	"JP"	"CME"
"5154960"	"{'CA': 1.0}"	"{'CA': 1.0}"	"['CA']"	"['CA']"	"Mucci et al."	"1992-10-01"	"1992"	"77.0"	"0.96"	"A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S|A61F|B32B|Y10T|Y10S"	"CA"	"LME"
"5155581"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Tanaka et al."	"1992-10-01"	"1992"	"10.0"	"0.64"	"G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N|G02B|H04N"	"JP"	"CME"
"5158141"	"{'US': 0.5, 'NO': 0.5}"	"{'NO': 0.5, 'US': 0.5}"	"['NO', 'US']"	"['NO', 'US']"	"Saliger et al."	"1992-10-01"	"1992"	"7.0"	"0.85"	"E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B|E21B"	"US"	"LME"
"5160312"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Voelkel"	"1992-11-01"	"1992"	"28.0"	"0.78"	"A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D|A01N|A61D"	"US"	"LME"
"5163002"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Kurami"	"1992-11-01"	"1992"	"51.0"	"0.93"	"G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D|G05D"	"JP"	"CME"
"5166692"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Nishikawa et al."	"1992-11-01"	"1992"	"3.0"	"0.84"	"G01S|G01S|G01S|G01S|G01S|G01S|G01S|G01S|G01S|G01S"	"US"	"LME"
"5169205"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"James"	"1992-12-01"	"1992"	"28.0"	"0.86"	"E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T|E05B|B60J|Y10S|Y10T"	"US"	"LME"
"5171676"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Ziffer et al."	"1992-12-01"	"1992"	"5.0"	"0.64"	"C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S|C12P|Y10S"	"US"	"LME"
"5174934"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Saatchi"	"1992-12-01"	"1992"	"13.0"	"0.88"	"C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J|C08J"	"US"	"LME"
"5175640"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Eng et al."	"1992-12-01"	"1992"	"8.0"	"0.8"	"H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q|H04Q"	"US"	"LME"
"D323478"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Ueda"	"1992-01-01"	"1992"	"1.0"	"0.5"	""	"JP"	"CME"
"D329128"	"{}"	"{}"	""	""	"Rogers et al."	"1992-09-01"	"1992"	"16.0"	"0.0"	""	"US"	"LME"
"D331073"	"{}"	"{}"	""	""	"Dotterman et al."	"1992-11-01"	"1992"	"12.0"	"0.15"	""	"US"	"LME"
"5177066"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Shimohiro et al."	"1993-01-01"	"1993"	"3.0"	"0.75"	"C08L|B01F|Y10S|C08L|B01F|Y10S|C08L|B01F|Y10S|C08L|B01F|Y10S"	"JP"	"CME"
"5178995"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Fukui et al."	"1993-01-01"	"1993"	"4.0"	"0.67"	"C09B|G11B|Y10S|C09B|G11B|Y10S|C09B|G11B|Y10S|C09B|G11B|Y10S|C09B|G11B|Y10S|C09B|G11B|Y10S"	"JP"	"CME"
"5179877"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Down et al."	"1993-01-01"	"1993"	"11.0"	"0.87"	"H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R"	"US"	"LME"
"5180668"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Crause et al."	"1993-01-01"	"1993"	"7.0"	"0.72"	"A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S|A61K|C07K|Y10S"	"DE"	"CME"
"5181635"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Balderrama"	"1993-01-01"	"1993"	"12.0"	"0.64"	"B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B|B05B"	"US"	"LME"
"5183569"	"{'CA': 1.0}"	"{'CA': 1.0}"	"['CA']"	"['CA']"	"Kyriacou"	"1993-02-01"	"1993"	"12.0"	"0.84"	"A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N|A61M|B01D|C12M|G01N"	"CA"	"LME"
"5184589"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Nonaka"	"1993-02-01"	"1993"	"27.0"	"0.84"	"F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T|F02D|F02F|F02B|Y02T"	"JP"	"CME"
"5185847"	"{'FR': 1.0}"	"{'NL': 1.0}"	"['FR']"	"['NL']"	"Fevrier et al."	"1993-02-01"	"1993"	"5.0"	"0.56"	"H01S|G02B|H01S|G02B|H01S|G02B|H01S|G02B|H01S|G02B|H01S|G02B|H01S|G02B|H01S|G02B"	"NL"	"CME"
