"patent"	"inventors_country_frac"	"assignees_country_frac"	"inventors_country_mode"	"assignees_country_mode"	"name"	"date"	"year"	"forward_citations"	"generality_hhi"	"patent_cpcs"	"country"	"VoC"
"D311704"	"{}"	"{}"	""	""	"May"	"1990-10-01"	"1990"	"7.0"	"0.24"	""	"US"	"LME"
"4982611"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Lorenz et al."	"1991-01-01"	"1991"	"14.0"	"0.86"	"B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L|B25J|G01L"	"US"	"LME"
"4984270"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"LaBounty"	"1991-01-01"	"1991"	"75.0"	"0.84"	"G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q|G07F|G06Q"	"US"	"LME"
"4984338"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Akashi"	"1991-01-01"	"1991"	"10.0"	"0.65"	"A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T|A44B|Y10T"	"JP"	"CME"
"4989096"	"{'US': 1.0}"	"{'GB': 1.0}"	"['US']"	"['GB']"	"Webb et al."	"1991-01-01"	"1991"	"8.0"	"0.55"	"G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N|G06T|H04N"	"GB"	"LME"
"4990637"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Fest et al."	"1991-02-01"	"1991"	"1.0"	"0.5"	"A01N|C07D|C07C|A01N|C07D|C07C"	"DE"	"CME"
"4991818"	"{'FR': 1.0}"	"{'FR': 1.0}"	"['FR']"	"['FR']"	"Darbo"	"1991-02-01"	"1991"	"10.0"	"0.88"	"H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S|H05K|Y10S"	"FR"	"MME"
"4991821"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Beaston"	"1991-02-01"	"1991"	"8.0"	"0.84"	"F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L"	"US"	"LME"
"4997965"	"{'CH': 1.0}"	"{'US': 1.0}"	"['CH']"	"['US']"	"Lohmann et al."	"1991-03-01"	"1991"	"7.0"	"0.86"	"B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F|B01J|C07F"	"US"	"LME"
"4998875"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Starkey"	"1991-03-01"	"1991"	"6.0"	"0.86"	"B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S|B29C|Y10T|Y10S"	"US"	"LME"
"4999044"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Saupe et al."	"1991-03-01"	"1991"	"1.0"	"0.5"	"A01N|C07D|A01N|C07D"	"DE"	"CME"
"5006646"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Itoh et al."	"1991-04-01"	"1991"	"3.0"	"0.56"	"C07H|C07H|C07H|C07H|C07H"	"JP"	"CME"
"5007933"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Sidebotham et al."	"1991-04-01"	"1991"	"176.0"	"0.4"	"A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F|A61F"	"US"	"LME"
"5011796"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Bridger et al."	"1991-04-01"	"1991"	"6.0"	"0.87"	"C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S|C04B|G02F|Y10S"	"US"	"LME"
"5013138"	"{'BE': 1.0}"	"{'BE': 1.0}"	"['BE']"	"['BE']"	"Roosen et al."	"1991-05-01"	"1991"	"20.0"	"0.88"	"G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S|G03C|G02F|G03F|Y10S"	"BE"	"CME"
"5013795"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Coleman et al."	"1991-05-01"	"1991"	"36.0"	"0.93"	"C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F|C08L|C08F"	"US"	"LME"
"5014561"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Falk et al."	"1991-05-01"	"1991"	"5.0"	"0.75"	"G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N"	"US"	"LME"
"5015403"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Eisenstein"	"1991-05-01"	"1991"	"1.0"	"0.5"	"C10M|C10N|C10M|C10N"	"US"	"LME"
"5016434"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Kamp"	"1991-05-01"	"1991"	"6.0"	"0.59"	"D01H|B65H|D01H|B65H|D01H|B65H|D01H|B65H|D01H|B65H|D01H|B65H|D01H|B65H|D01H|B65H"	"DE"	"CME"
"5017804"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Harnden et al."	"1991-05-01"	"1991"	"21.0"	"0.55"	"G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K|G01R|H03K"	"US"	"LME"
"5018988"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Kibblewhite et al."	"1991-05-01"	"1991"	"25.0"	"0.91"	"H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R"	"US"	"LME"
"5019233"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Blake et al."	"1991-05-01"	"1991"	"59.0"	"0.8"	"H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L"	"US"	"LME"
"5022110"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Stroh"	"1991-06-01"	"1991"	"73.0"	"0.84"	"A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G|A61G"	"US"	"LME"
"5025202"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Ishii et al."	"1991-06-01"	"1991"	"39.0"	"0.91"	"Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J|Y02E|Y10S|H02J"	"JP"	"CME"
"5025448"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Sudo et al."	"1991-06-01"	"1991"	"7.0"	"0.79"	"G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B|G02B|H01S|H04B"	"JP"	"CME"
"5025577"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Verseef"	"1991-06-01"	"1991"	"11.0"	"0.39"	"E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H|E01H"	"US"	"LME"
"5025764"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Kobayashi et al."	"1991-06-01"	"1991"	"5.0"	"0.72"	"F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F|F01M|G01F"	"JP"	"CME"
"5027749"	"{'CA': 1.0}"	"{'CA': 1.0}"	"['CA']"	"['CA']"	"Cifaldi"	"1991-07-01"	"1991"	"13.0"	"0.73"	"F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B|F24H|Y02B"	"CA"	"LME"
"5028582"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Imai et al."	"1991-07-01"	"1991"	"1.0"	"0.0"	"B41M|Y10S|Y10T"	"JP"	"CME"
"5038370"	"{'NL': 0.5, 'DE': 0.5}"	"{'US': 1.0}"	"['DE', 'NL']"	"['US']"	"Harding"	"1991-08-01"	"1991"	"21.0"	"0.82"	"G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K|G21K"	"US"	"LME"
"5041207"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Harrington et al."	"1991-08-01"	"1991"	"30.0"	"0.73"	"C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G|C10B|C10G"	"US"	"LME"
